type,id,Name,Age,Notes-age,Gender,Location,County or unitary authority,Country or english region,dod_day,dod_month,dod_year,Notes-dod,blurb,Died on streets,In hospital,Temp accomm,Recording by,reporting_by,reporting_link,Other Links,img_file,img_credit,notes
text1,dh0552,Nick  ,53,,M,Elephant and Castle,Southwark,London,23,2,2019,,"Nick died on the streets in Elephant and Castle. He was identified by police thanks to his dog, Scarper who had an identity tag registered with charity Dogs on the Streets. The charity then helped fundraise for the funeral costs.",x,,,,local charity,https://www.goldengiving.com/fundraising/nicksfuneral,https://www.standard.co.uk/news/london/homeless-mans-beloved-dog-refused-to-leave-owners-side-for-12-hours-after-he-died-in-london-street-a4086676.html,,,
text1,dh0634,Unknown,,,Unknown,Glasgow,Glasgow,Scotland,22,2,2019,,We found out about this death through FOI and no more is known at this time.,,,,,a FOI request,,,,,
text1,dh0519,Peter Dove,49,,M,High Wycombe,Buckinghamshire,South East,21,2,2019,,Peter was accessing homeless services when he died.,x,,,,a local charity,,,,,
photo,dh0550,Kristian Olsteins,22,,M,Northampton,Northamptonshire,West Midlands,18,2,2019,,"Originally from Lithuania, Kristian came to the UK to pursue his dream of a career in music. He died after treatment to remove blood clots from his heart. He was described as a ""pleasant, gentle lad"", who was ""a victim of the streets, the abuse, the addictions that ripped holes in his life, his dignity"". He used to sleep using a giant teddy as a pillow, until it was taken away from him",,x,,,the Northampton Chronicle,https://www.northamptonchron.co.uk/news/memorial-in-northampton-for-22-year-old-rough-sleeper-kristian-set-to-be-attended-by-more-than-100-people-1-8831332,,img/kristian-olsteins.jpg,the BBC,
text1,dh0632,Unknown,37,,Unknown,Glasgow,Glasgow,Scotland,18,2,2019,,We found out about this death through FOI and no more is known at this time.,,,,,a FOI request,,,,,
text1,dh0633,Unknown,44,,Unknown,Glasgow,Glasgow,Scotland,18,2,2019,,We found out about this death through FOI and no more is known at this time.,,,,,a FOI request,,,,,
text2,dh0506,Unknown,,40s,M,Manchester,Manchester,North West,16,2,2019,,A man who had been sleeping rough was found on Market Street in Manchester. The M.E.N reported that the man had previously been seen bedding down in the doorway of Debenhams department store.,x,,,,the Manchester Evening News,https://www.manchestereveningnews.co.uk/news/greater-manchester-news/man-found-dead-market-street-15856033,,,,
text2,dh0514,Unknown,,20s,M,Belfast,Belfast,Northern Ireland,15,2,2019,,"This man's body was found in the Keylands Place area of the city centre. “In 2019, no one should be dying on our streets,” SDLP councillor and community worker Paul McCusker told the Belfast Telegraph.",x,,,,the Belfast Telegraph,https://www.itv.com/news/utv/2019-02-16/belfast-homeless-community-reeling-after-latest-death/,,,,
text1,dh0564,Carl Hopkins,49,,M,Colchester,Colchester,Colchester,11,2,2019,,"Tribues were paid to Carl Hopkins who died from injuries to the lung after being stabbed in the back. A friend said “In our situation you need somebody you can trust 100 per cent. He was always there for me and I love him to bits."" A 17 year old has been charged with his murder.",x,,,,the Gazette ,https://www.gazette-news.co.uk/news/17430004.colchester-murder-latest-tributes-paid-to-carl-hopkins/,,,,
text1,dh0631,Unknown,41,,Unknown,Glasgow,Glasgow,Scotland,9,2,2019,,We found out about this death through FOI and no more is known at this time.,,,,,a FOI request,,,,,
text2,dh0407,Unknown,,,F,Newcastle,Newcastle,North East,8,2,2019,,"A woman who was believed to have been sleeping rough, was found dead in the carpark of Newcastle's football ground.",x,,,,Chronicle Live,https://www.chroniclelive.co.uk/news/north-east-news/st-james-park-homeless-woman-15800831?fbclid=IwAR2bzT6mVYt4bRHPhS4__EF9rcIwauRwa0hcJpFPSc-Hwlra9UxkOisDiIY,,,,
text1,dh0653,Unknown,40,,Unknown,North Ayrshire,North Ayrshire,Scotland,8,2,2019,,We found out about this death through FOI and no more is known at this time.,,,,,a FOI request,,,,,
text1,dh0554,Stuart Ackerman,,,M,Leamington Spa,Warwickshire,,6,2,2019,,Stuart was in his 40s and was living with his dog in temporary accommodation before he died in hospital. He was well known to homelessness services in Leamington Spa,,x,x,,local charity,,,,,
text2,dh0409,Unknown,,60s,M,Oxford,Oxfordshire,South East,5,2,2019,,A man in his 60s died after rough sleeping by St Frideswide Church. He was taken to hospital and passed away there.,,x,,,Oxford Mail,https://www.oxfordmail.co.uk/news/17428458.homeless-deaths-oxford-churchyard-man-was-sleeping-rough/,,,,
text2,dh0499,Anonymous,,,M,Brighton,Brighton and Hove,South East,1,2,2019,,No more is known about this man.,,,,,a local charity,,,,,
text2,dh0525,Unknown,,,Unknown,Edinburgh,Edinburgh,Scotland,,2,2019,,We found out about this death through FOI and no more is known at this time.,,,,,a FOI request,,,,,
text2,dh0526,Unknown,,,Unknown,Edinburgh,Edinburgh,Scotland,,2,2019,,We found out about this death through FOI and no more is known at this time.,,,,,a FOI request,,,,,
text1,dh0605,Unknown,52,,Unknown,Aberdeenshire,Aberdeenshire,Scotland,,2,2019,February,We found out about this death through FOI and no more is known at this time.,,,,,a FOI request,,,,,
text1,dh0563,Chris Piper,41,,M,Colchester,Colchester,Colchester,31,3,2019,,"Chris Piper, 41, died at Middlewick Ranges nature reserve. Chris's death is not being treated as suspicious",x,,,,the Gazette ,https://www.gazette-news.co.uk/news/17540415.man-in-his-forties-pronounced-dead-at-middlewick-ranges/,,,,
text1,dh0672,Unknown,20,,Unknown,Stirling,Stirling,Scotland,27,3,2019,,We found out about this death through FOI and no more is known at this time.,,,,,a FOI request,,,,,
text1,dh0560,Mark Howell (Owl),38,,M,"Hanley, Staffordshire","Hanley, Staffordshire","Hanley, Staffordshire",25,3,2019,,Mark was found dead on wasteland near Hanley jobcentre. No more is known at this time,,,x,,the Stoke Sentinel,https://www.stokesentinel.co.uk/news/stoke-on-trent-news/police-name-man-38-after-2699860,,,,
text1,dh0562,Colin Underwood,31,,M,Colchester,Colchester,Colchester,21,3,2019,,"Colin Underwood, of no fixed address, was discovered unresponsive in the car park behind The Gym, in Queen Street, on Thursday, March 21. No more is known at this time",x,,,,the Gazette ,https://www.gazette-news.co.uk/news/17547989.rough-sleeper-found-dead-in-car-park-behind-gym-inquest-hears/,,,,
text1,dh0618,Unknown,29,,Unknown,Edinburgh,Edinburgh,Scotland,20,3,2019,20-Mar-19,We found out about this death through FOI and no more is known at this time.,,,,,a FOI request,,,,,
text1,dh0628,Unknown,44,,Unknown,Falkirk,Edinburgh,Scotland,19,3,2019,,We found out about this death through FOI and no more is known at this time.,,,,,a FOI request,,,,,
text1,dh0616,Unknown,55,,Unknown,Edinburgh,Edinburgh,Scotland,18,3,2019,18-Mar-19,We found out about this death through FOI and no more is known at this time.,,,,,a FOI request,,,,,
text1,dh0617,Unknown,76,,Unknown,Edinburgh,Edinburgh,Scotland,18,3,2019,18-Mar-19,We found out about this death through FOI and no more is known at this time.,,,,,a FOI request,,,,,
text1,dh0627,Unknown,54,,Unknown,Falkirk,Edinburgh,Scotland,18,3,2019,18-Mar-19,We found out about this death through FOI and no more is known at this time.,,,,,a FOI request,,,,,
text1,dh0640,Unknown,57,,Unknown,Glasgow,Glasgow,Scotland,16,3,2019,,We found out about this death through FOI and no more is known at this time.,,,,,a FOI request,,,,,
text1,dh0638,Unknown,52,,Unknown,Glasgow,Glasgow,Scotland,15,3,2019,,We found out about this death through FOI and no more is known at this time.,,,,,a FOI request,,,,,
text1,dh0639,Unknown,28,,Unknown,Glasgow,Glasgow,Scotland,15,3,2019,,We found out about this death through FOI and no more is known at this time.,,,,,a FOI request,,,,,
text2,dh0515,Unknown,47,,M,Southport,Sefton,North West,11,3,2019,,A man who had been sleeping rough was found bench outside a charity shop.,x,,,,the Liverpool Echo,https://www.liverpoolecho.co.uk/news/liverpool-news/man-found-dead-bench-side-15963631,,,,
text1,dh0614,Unknown,31,,Unknown,Edinburgh,Edinburgh,Scotland,11,3,2019,11-Mar-19,We found out about this death through FOI and no more is known at this time.,,,,,a FOI request,,,,,
text1,dh0615,Unknown,42,,Unknown,Edinburgh,Edinburgh,Scotland,11,3,2019,11-Mar-19,We found out about this death through FOI and no more is known at this time.,,,,,a FOI request,,,,,
text2,dh0516,Unknown,,30s,M,Evington,Leicester,East Midlands,10,3,2019,,"This man was found lying face down on the grass, by a dog walker. The police were treating the death as unexplained.",,,,,the Leicestershire Mercury,https://www.leicestermercury.co.uk/news/leicester-news/dog-walker-finds-body-homeless-2636071,,,,
text1,dh0606,Unknown,41,,Unknown,Comhairle nan Eilean Siar,Comhairle nan Eilean Siar,Scotland,9,3,2019,,We found out about this death through FOI and no more is known at this time.,,,,,a FOI request,,,,,
text1,dh0666,Unknown,58,,Unknown,South Lanarkshire,South Lanarkshire,Scotland,9,3,2019,,We found out about this death through FOI and no more is known at this time.,,,,,a FOI request,,,,,
text1,dh0637,Unknown,31,,Unknown,Glasgow,Glasgow,Scotland,8,3,2019,,We found out about this death through FOI and no more is known at this time.,,,,,a FOI request,,,,,
text2,dh0509,Unknown,,,F,Leeds,Leeds,Yorkshire and the Humber,7,3,2019,,A woman who had been sleeping rough was found dead in Leeds city centre.,x,,,,the Yorkshire Post,https://www.yorkshireeveningpost.co.uk/news/homeless-woman-found-dead-in-leeds-city-centre-1-9634817,,,,
text1,dh0671,Unknown,52,,Unknown,Stirling,Stirling,Scotland,7,3,2019,,We found out about this death through FOI and no more is known at this time.,,,,,a FOI request,,,,,
text1,dh0581,Sharjeel Ahmed,35,,M,Ilford,Ilford,Ilford,6,3,2019,,"Sharjeel went out to celebrate Eid on Monday evening (June 3) but never returned. He had come to UK to study and eventually became homeless. He was remembered as a ""hardworking individual who wanted to get out of his situation.""",x,,,,the Ilford Recorder,https://www.ilfordrecorder.co.uk/news/man-found-dead-in-ilford-was-respectful-and-hardworking-1-6089235?utm_source=Twitter&utm_medium=Social_Icon&utm_campaign=in_article_social_icons,,,,
text1,dh0613,Unknown,21,,Unknown,Edinburgh,Edinburgh,Scotland,5,3,2019,05-Mar-19,We found out about this death through FOI and no more is known at this time.,,,,,a FOI request,,,,,
text2,dh0504,Anonymous,,30s,M,Hackney,Hackney,London,4,3,2019,,This man was found dead in his room at the Shuttleworth homeless hostel.,,,x,,the Hackney Gazette,https://www.hackneygazette.co.uk/news/man-found-dead-at-shuttleworth-homeless-hostel-hackney-1-5919982,,,,
text1,dh0649,Unknown,40,,Unknown,Highland,Highland,Scotland,2,3,2019,,We found out about this death through FOI and no more is known at this time.,,,,,a FOI request,,,,,
text1,dh0518,Lenny,,,M,Guildford,Surrey,South East,,3,2019,,"Lenny had been living homeless for three or four years. He was described as ""kind, funny"" and ""extremely intelligent"", by those that knew him.",,,,,Get Surrey,https://www.getsurrey.co.uk/news/surrey-news/tributes-extremely-intelligent-homeless-guildford-15975204,,,,
text1,dh0654,Unknown,39,,Unknown,North Ayrshire,North Ayrshire,Scotland,,3,2019,Mar-19,We found out about this death through FOI and no more is known at this time.,,,,,a FOI request,,,,,
text1,dh0655,Unknown,41,,Unknown,North Ayrshire,North Ayrshire,Scotland,,3,2019,Mar-19,We found out about this death through FOI and no more is known at this time.,,,,,a FOI request,,,,,
text1,dh0659,Unknown,30,,Unknown,North Lanarkshire,North Lanarkshire,Scotland,,3,2019,Mar-19,We found out about this death through FOI and no more is known at this time.,,,,,a FOI request,,,,,
text1,dh0660,Unknown,29,,Unknown,North Lanarkshire,North Lanarkshire,Scotland,,3,2019,Mar-19,We found out about this death through FOI and no more is known at this time.,,,,,a FOI request,,,,,
text1,dh0576,Joseph Dale,48,,M,Newcastle,Newcastle,Newcastle,30,4,2019,,"Joe was discovered by emergency services in the Waterloo area of Newcastle. He had recent struggles with addiction and ended up spending time in prison. This had made finding a place to live difficult after he was released. His daughter was quoted saying ""He was a brilliant dad. He was so caring. He was always there for me,"" she said. ""He was always the man of the family.""",x,,,,Chronicle Live ,https://www.chroniclelive.co.uk/news/north-east-news/joseph-dale-homeless-newcastle-death-16234280,,,,
text1,dh0579,Russell Jackson,56,,M,Cirencester,Cirencester,Cirencester,30,4,2019,,"Described as being a big man who had an even bigger heart, Russell Jackson who was of no fixed address was well known friend to many in Cirencester. There was an outpouring of flowers and messages left in his memory following his passing.",x,,,,Gloucestershire Live ,https://www.gloucestershirelive.co.uk/news/cheltenham-news/lots-floral-tributes-laid-outside-2923672,,,,
text1,dh0621,Unknown,46,,Unknown,Edinburgh,Edinburgh,Scotland,29,4,2019,29-Apr-19,We found out about this death through FOI and no more is known at this time.,,,,,a FOI request,,,,,
text1,dh0571,Bryan Sims,52,,M,Bath,Bath,Bath,26,4,2019,,"Brian Sims, remembered by friends as 'a legend' and 'one off',  reportedly died in a car park in Bath. A Go Fund Me page set up for Brian's funeral made it's target quickly. A friend wrote 'He bought many of us years of laughs even though he had his own troubles. Making people happy was Bryan’s way. Now let’s make him proud and give him a good send of which he deserves.'",x,,,,Somerset Live ,https://www.somersetlive.co.uk/in-your-area/one-off-homeless-man-who-2847656,,,,
text1,dh0643,Unknown,43,,Unknown,Glasgow,Glasgow,Scotland,26,4,2019,,We found out about this death through FOI and no more is known at this time.,,,,,a FOI request,,,,,
text1,dh0668,Unknown,46,,Unknown,South Lanarkshire,South Lanarkshire,Scotland,24,4,2019,24-Apr-19,We found out about this death through FOI and no more is known at this time.,,,,,a FOI request,,,,,
text1,dh0569,"McCormick, William Trevor (Denis)",,,M,London,London,London,23,4,2019,,Denis was well known to London's street homeless community and is remembered fondly. A friend said 'He'd been off the street for 6 months but after 30 years on that's too late. So the streets got the old git in the end.',,,x,,Local charity,,,,,
text1,dh0642,Unknown,20,,Unknown,Glasgow,Glasgow,Scotland,22,4,2019,,We found out about this death through FOI and no more is known at this time.,,,,,a FOI request,,,,,
text1,dh0667,Unknown,34,,Unknown,South Lanarkshire,South Lanarkshire,Scotland,17,4,2019,,We found out about this death through FOI and no more is known at this time.,,,,,a FOI request,,,,,
text1,dh0673,Unknown,28,,Unknown,Stirling,Stirling,Scotland,17,4,2019,,We found out about this death through FOI and no more is known at this time.,,,,,a FOI request,,,,,
text1,dh0566,Matthew (Billy) Gwyther,43,,M,Brentwood,Brentwood,Brentwood,15,4,2019,,"Matthew (also known as Billy) was found dead outside Next in Brentwood.  One of the tributes at the scene read: “Billy though you were troubled and were tossed from side to side like a wave at sea by a strong wind, you were a loved man.""

“Though you have been burdened by the things of this earth and were sometimes looked down upon by passers-by.

“There were always those who loved you.""",x,,,,Essex Live,https://www.essexlive.news/news/essex-news/brentwood-high-street-death-first-2773268,,,,
